"";"."
"1";"SIM MINHA SUGESTAO É QUE POSSAM DAR ALMOÇO PARA QUEM VIRÁ DE OUTRO MUNICIPIO OBRIGADO"
"2";"SUGESTAO QUE A TV ESTIVESSE EM CANAL 2 OU 4 OLHA PARA VERMOS A PROGRAMAÇAO NORMA NESSE HORARIO"
